sequenceNumber,underArea,aboveArea,totalArea,ratio_underAbove,ratio_aboveUnder,ratio_totalUnder,ratio_totalAbove,ratio_underTotal,ratio_aboveTotal,ratio_prevUnderActUnder,ratio_actUnderPrevUnder,ratio_prevAboveActAbove,ratio_actAbovePrevAbove,ratio_prevTotalActTotal,ratio_actTotalPrevTotal,ratio_prevUnderActAbove,ratio_actUnderPrevAbove,ratio_prevAboveActUnder,ratio_actAbovePrevUnder,ratio_prevTotalActUnder,ratio_actTotalPrevUnder,ratio_prevTotalActAbove,ratio_actTotalPrevAbove,ratio_prevUnderActTotal,ratio_actUnderPrevTotal,ratio_prevAboveActTotal,ratio_actAbovePrevTotal,ratio_nextUnderActUnder,ratio_actUnderNextUnder,ratio_nextAboveActAbove,ratio_actAboveNextAbove,ratio_nextTotalActTotal,ratio_actTotalNextTotal,ratio_nextUnderActAbove,ratio_actUnderNextAbove,ratio_nextAboveActUnder,ratio_actAboveNextUnder,ratio_nextTotalActUnder,ratio_actTotalNextUnder,ratio_nextTotalActAbove,ratio_actTotalNextAbove,ratio_nextUnderActTotal,ratio_actUnderNextTotal,ratio_nextAboveActTotal,ratio_actAboveNextTotal
10946,76130452.75008497,117734153.24991503,193864606.0,0.6466301463814189,1.5464790894703255,2.5464790894703255,1.646630146381419,0.39269908169872414,0.6073009183012759,0.38196600982440293,2.6180339985218035,0.38196600982440293,2.6180339985218035,0.38196600982440293,2.6180339985218035,0.24699073684548015,1.692899707695685,0.590702447081856,4.048734834236354,0.9726684569062589,6.666768832758158,0.6289567466698831,4.310933706217488,0.14999770129816886,1.0280995470755512,0.23196830852623404,1.5899344514462523,2.6180339985218035,0.38196600982440293,2.6180339985218035,0.38196600982440293,2.6180339985218035,0.38196600982440293,1.692899707695685,0.24699073684548015,4.048734834236354,0.590702447081856,6.666768832758158,0.9726684569062589,4.310933706217488,0.6289567466698831,1.0280995470755512,0.14999770129816886,1.5899344514462523,0.23196830852623404
17711,199312112.59448063,308232014.40551937,507544127.0,0.646630146381419,1.5464790894703253,2.546479089470325,1.646630146381419,0.39269908169872414,0.6073009183012759,0.38196601179467493,2.618033985017358,0.381966011794675,2.618033985017358,0.38196601179467493,2.618033985017358,0.24699073811951747,1.6928996989633038,0.5907024501288405,4.048734813352011,0.9726684619235154,6.666768798369369,0.6289567499141924,4.310933683980662,0.1499977020718929,1.028099541772368,0.23196830972278207,1.58993444324499,2.618033985017358,0.38196601179467493,2.618033985017358,0.381966011794675,2.618033985017358,0.38196601179467493,1.6928996989633038,0.24699073811951747,4.048734813352011,0.5907024501288405,6.666768798369369,0.9726684619235154,4.310933683980662,0.6289567499141924,1.028099541772368,0.1499977020718929,1.58993444324499,0.23196830972278207
28657,521805885.42605597,806961890.5739441,1328767776.0,0.6466301463814188,1.5464790894703255,2.5464790894703255,1.6466301463814188,0.39269908169872414,0.6073009183012759,0.38196601104209804,2.6180339901755967,0.38196601104209793,2.6180339901755976,0.381966011042098,2.618033990175597,0.2469907376328785,1.6928997022987766,0.590702448964996,4.048734821329121,0.9726684600070941,6.666768811504717,0.6289567486749764,4.310933692474374,0.14999770177635663,1.0280995437980036,0.23196830926574138,1.5899344463775937,2.6180339901755967,0.38196601104209804,2.6180339901755976,0.38196601104209793,2.618033990175597,0.381966011042098,1.6928997022987766,0.2469907376328785,4.048734821329121,0.590702448964996,6.666768811504717,0.9726684600070941,4.310933692474374,0.6289567486749764,1.0280995437980036,0.14999770177635663,1.5899344463775937,0.23196830926574138
46368,1366105543.2909882,2112653656.7090118,3478759200.0,0.6466301463814189,1.5464790894703255,2.5464790894703255,1.6466301463814188,0.39269908169872414,0.6073009183012759,0.3819660113295568,2.618033988205325,0.3819660113295568,2.6180339882053247,0.3819660113295568,2.618033988205325,0.24699073781875802,1.692899701024739,0.5907024494095451,4.048734818282136,0.9726684607391018,6.666768806487461,0.6289567491483149,4.310933689230064,0.1499977018892414,1.0280995430242794,0.2319683094403154,1.5899344451810455,2.618033988205325,0.3819660113295568,2.6180339882053247,0.3819660113295568,2.618033988205325,0.3819660113295568,1.692899701024739,0.24699073781875802,4.048734818282136,0.5907024494095451,6.666768806487461,0.9726684607391018,4.310933689230064,0.6289567491483149,1.0280995430242794,0.1499977018892414,1.5899344451810455,0.2319683094403154
75025,3576510744.839608,5530999080.160392,9107509825.0,0.646630146381419,1.546479089470325,2.546479089470325,1.646630146381419,0.3926990816987242,0.6073009183012759,0.38196601121975726,2.6180339889579023,0.3819660112197574,2.618033988957902,0.3819660112197573,2.618033988957902,0.2469907377477584,1.6928997015113785,0.5907024492397424,4.04873481944598,0.9726684604594996,6.666768808403883,0.6289567489675157,4.31093369046928,0.14999770184612327,1.028099543319816,0.23196830937363405,1.5899344456380862,2.6180339889579023,0.38196601121975726,2.618033988957902,0.3819660112197574,2.618033988957902,0.3819660112197573,1.6928997015113785,0.2469907377477584,4.04873481944598,0.5907024492397424,6.666768808403883,0.9726684604594996,4.31093369046928,0.6289567489675157,1.028099543319816,0.14999770184612327,1.5899344456380862,0.23196830937363405
121393,9363426690.835136,14480343583.164864,23843770274.0,0.6466301463814189,1.5464790894703253,2.5464790894703255,1.646630146381419,0.39269908169872414,0.6073009183012759,0.38196601126169705,2.618033988670443,0.381966011261697,2.6180339886704433,0.381966011261697,2.6180339886704433,0.24699073777487787,1.692899701325499,0.5907024493046011,4.048734819001431,0.9726684605662982,6.666768807671874,0.6289567490365748,4.3109336899959425,0.14999770186259295,1.028099543206931,0.23196830939910404,1.5899344454635123,2.618033988670443,0.38196601126169705,2.6180339886704433,0.381966011261697,2.6180339886704433,0.381966011261697,1.692899701325499,0.24699073777487787,4.048734819001431,0.5907024493046011,6.666768807671874,0.9726684605662982,4.3109336899959425,0.6289567490365748,1.028099543206931,0.14999770186259295,1.5899344454635123,0.23196830939910404
196418,24513769328.058502,37910031669.9415,62423800998.0,0.646630146381419,1.546479089470325,2.546479089470325,1.646630146381419,0.3926990816987242,0.6073009183012759,0.3819660112456774,2.618033988780243,0.3819660112456775,2.6180339887802426,0.3819660112456775,2.6180339887802426,0.24699073776451916,1.6928997013964986,0.5907024492798273,4.048734819171234,0.9726684605255047,6.666768807951477,0.6289567490101966,4.310933690176741,0.1499977018563021,1.0280995432500493,0.23196830938937538,1.5899344455301934,2.618033988780243,0.3819660112456774,2.6180339887802426,0.3819660112456775,2.6180339887802426,0.3819660112456775,1.6928997013964986,0.24699073776451916,4.048734819171234,0.5907024492798273,6.666768807951477,0.9726684605255047,4.310933690176741,0.6289567490101966,1.0280995432500493,0.1499977018563021,1.5899344455301934,0.23196830938937538
317811,64177881292.94766,99249751426.05234,163427632719.0,0.6466301463814189,1.5464790894703255,2.5464790894703255,1.6466301463814188,0.39269908169872414,0.6073009183012759,0.3819660112517964,2.618033988738303,0.38196601125179636,2.6180339887383033,0.38196601125179636,2.618033988738303,0.24699073776847583,1.692899701369379,0.5907024492892902,4.048734819106374,0.9726684605410866,6.666768807844678,0.6289567490202722,4.3109336901076825,0.14999770185870498,1.0280995432335795,0.2319683093930914,1.5899344455047235,2.618033988738303,0.3819660112517964,2.6180339887383033,0.38196601125179636,2.618033988738303,0.38196601125179636,1.692899701369379,0.24699073776847583,4.048734819106374,0.5907024492892902,6.666768807844678,0.9726684605410866,4.3109336901076825,0.6289567490202722,1.0280995432335795,0.14999770185870498,1.5899344455047235,0.2319683093930914
514229,168019874551.1772,259839222608.8228,427859097160.0,0.6466301463814189,1.5464790894703255,2.5464790894703255,1.6466301463814188,0.39269908169872414,0.6073009183012759,0.38196601124945917,2.6180339887543225,0.38196601124945917,2.6180339887543225,0.38196601124945917,2.6180339887543225,0.24699073776696448,1.6928997013797376,0.5907024492856757,4.048734819131149,0.9726684605351349,6.666768807885472,0.6289567490164236,4.3109336901340605,0.14999770185778716,1.0280995432398703,0.231968309391672,1.5899344455144522,2.6180339887543225,0.38196601124945917,2.6180339887543225,0.38196601124945917,2.6180339887543225,0.38196601124945917,1.6928997013797376,0.24699073776696448,4.048734819131149,0.5907024492856757,6.666768807885472,0.9726684605351349,4.3109336901340605,0.6289567490164236,1.0280995432398703,0.14999770185778716,1.5899344455144522,0.231968309391672
832040,439881742360.19116,680267916399.8088,1120149658760.0,0.6466301463814188,1.5464790894703258,2.5464790894703255,1.6466301463814188,0.3926990816987241,0.6073009183012759,0.3819660112503519,2.6180339887482034,0.3819660112503519,2.618033988748204,0.3819660112503519,2.618033988748204,0.24699073776754174,1.6928997013757807,0.5907024492870564,4.0487348191216865,0.9726684605374083,6.66676880786989,0.6289567490178936,4.310933690123984,0.1499977018581377,1.0280995432374673,0.2319683093922142,1.5899344455107363,2.6180339887482034,0.3819660112503519,2.618033988748204,0.3819660112503519,2.618033988748204,0.3819660112503519,1.6928997013757807,0.24699073776754174,4.0487348191216865,0.5907024492870564,6.66676880786989,0.9726684605374083,4.310933690123984,0.6289567490178936,1.0280995432374673,0.1499977018581377,1.5899344455107363,0.2319683093922142
1346269,1151625352529.789,1780964526591.211,2932589879121.0,0.6466301463814188,1.5464790894703255,2.5464790894703255,1.6466301463814188,0.39269908169872414,0.6073009183012759,0.3819660112500109,2.618033988750541,0.3819660112500109,2.6180339887505406,0.3819660112500109,2.618033988750541,0.24699073776732122,1.692899701377292,0.590702449286529,4.048734819125301,0.9726684605365399,6.666768807875842,0.6289567490173321,4.310933690127833,0.1499977018580038,1.0280995432383853,0.2319683093920071,1.5899344455121556,2.618033988750541,0.3819660112500109,2.6180339887505406,0.3819660112500109,2.618033988750541,0.3819660112500109,1.692899701377292,0.24699073776732122,4.048734819125301,0.590702449286529,6.666768807875842,0.9726684605365399,4.310933690127833,0.6289567490173321,1.0280995432383853,0.1499977018580038,1.5899344455121556,0.2319683093920071
2178309,3014994315228.783,4662625663373.217,7677619978602.0,0.6466301463814188,1.5464790894703258,2.5464790894703255,1.6466301463814188,0.3926990816987241,0.6073009183012759,0.3819660112501412,2.618033988749648,0.3819660112501411,2.618033988749648,0.3819660112501411,2.618033988749648,0.24699073776740546,1.6928997013767149,0.5907024492867304,4.04873481912392,0.9726684605368716,6.666768807873568,0.6289567490175466,4.310933690126363,0.14999770185805494,1.0280995432380347,0.2319683093920862,1.5899344455116136,2.618033988749648,0.3819660112501412,2.618033988749648,0.3819660112501411,2.618033988749648,0.3819660112501411,1.6928997013767149,0.24699073776740546,4.04873481912392,0.5907024492867304,6.666768807873568,0.9726684605368716,4.310933690126363,0.6289567490175466,1.0280995432380347,0.14999770185805494,1.5899344455116136,0.2319683093920862
